"Nome";"IP";"Grupo"
"TELECONTROLE_LGR_redeA";"172.20.211.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_LIV3_redeB";"172.20.224.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_LIV3_redeA";"172.20.224.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_LNS_redeB";"172.20.200.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_LNS_redeA";"172.20.200.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_LON_FW_redeB";"172.30.32.21";"Disponibilidade_Telecontrole"
"TELECONTROLE_LON_FW_redeA";"172.31.32.21";"Disponibilidade_Telecontrole"
"TELECONTROLE_MBR_redeB";"172.20.187.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MBR_redeA";"172.20.187.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_MBR3_redeB";"172.20.219.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MBR3_redeA";"172.20.219.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_MCH_redeB";"172.16.73.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MCH_redeA";"172.16.73.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_MCL_redeB";"172.16.98.62";"Disponibilidade_Telecontrole"
"TELECONTROLE_MCL_redeA";"172.16.98.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MIM_redeB";"172.20.143.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MIM_redeA";"172.20.143.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_MIM2_redeB";"172.20.218.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MIM2_redeA";"172.20.218.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_MIS_redeA";"172.16.93.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MRO2_FW_redeB";"172.20.155.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_MRO2_FW_redeA";"172.20.155.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_NPE2_redeB";"172.20.138.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_NPE2_redeA";"172.20.138.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_NPR2_redeB";"172.20.171.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_NPR2_redeA";"172.20.171.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_NSR_FW_redeB";"172.30.89.21";"Disponibilidade_Telecontrole"
"TELECONTROLE_NSR_FW_redeA";"172.31.89.21";"Disponibilidade_Telecontrole"
"TELECONTROLE_OSO2_redeB";"172.16.87.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_OSO2_redeA";"172.20.130.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_PAL_redeB";"172.20.201.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_PAL_redeA";"172.20.201.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_PFU_redeB";"172.16.71.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_PFU_redeA";"172.16.71.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_PGR_redeB";"172.20.199.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_PGR_redeA";"172.20.199.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_PIN2_redeB";"172.20.169.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_PIN2_redeA";"172.20.169.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_PME_1_redeB";"172.16.92.62";"Disponibilidade_Telecontrole"
"TELECONTROLE_PME_1_redeA";"172.16.92.190";"Disponibilidade_Telecontrole"
"TELECONTROLE_PME_2_redeB";"172.20.161.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_PME_2_redeA";"172.20.161.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_PNO_FW_redeB";"172.20.153.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_PNO_FW_redeA";"172.20.153.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_QUI_redeB";"172.20.156.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_QUI_redeA";"172.20.156.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SCR1_redeB";"172.16.92.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_SCR1_redeA";"172.16.92.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SDI_redeB";"172.20.210.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_SDI_redeA";"172.20.210.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SID_redeB";"172.20.151.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_SID_redeA";"172.20.151.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SMA3_redeB";"172.20.190.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_SMA3_redeA";"172.20.190.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SOS_redeB";"172.16.76.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_SOS_redeA";"172.16.76.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SPA2_FW_redeB";"172.20.152.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_SPA2_FW_redeA";"172.20.152.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SSA_redeB";"172.16.70.62";"Disponibilidade_Telecontrole"
"TELECONTROLE_SSA_redeA";"172.16.70.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_STA_redeB";"172.16.91.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_STA_redeA";"172.16.91.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_TPR2_redeB";"172.16.97.190";"Disponibilidade_Telecontrole"
"TELECONTROLE_TPR2_redeA";"172.16.97.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHBC_redeB";"172.20.0.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHBC_redeA";"172.20.1.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHJB_redeB";"172.20.24.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHJB_redeA";"172.20.25.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHPJ_redeB";"172.20.6.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHPJ_redeA";"172.20.7.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHSD_redeB";"172.20.12.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_UHSD_redeA";"172.20.13.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_VIN_redeB";"172.20.178.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_VIN_redeA";"172.20.178.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_VMT_redeB";"172.20.182.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_VMT_redeA";"172.20.182.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_XAN_redeB";"172.16.78.62";"Disponibilidade_Telecontrole"
"TELECONTROLE_XAN_redeA";"172.16.78.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_YTA_redeB";"172.16.78.190";"Disponibilidade_Telecontrole"
"TELECONTROLE_YTA_redeA";"172.16.78.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_ABT";"172.20.166.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ANA";"172.16.97.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ARE";"172.30.33.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ARE_FW";"172.30.33.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ASS";"172.20.135.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ATL2";"172.16.87.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_BIG";"172.30.29.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_BIG_FW";"172.30.29.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_BLU";"172.30.65.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_BLU_FW";"172.30.65.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CAM3";"172.20.154.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CAN";"172.16.74.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CAX5";"172.16.79.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CAX6";"172.20.136.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CAX";"172.16.79.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CBA";"172.16.74.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CCH";"172.20.20.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CGR";"172.20.221.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CHA";"172.16.86.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CMO";"172.16.95.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CNG2";"172.20.222.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CNO";"172.30.64.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CNO_FW";"172.31.64.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CTA";"172.20.160.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_CVO";"172.20.207.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_DOU";"172.20.176.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_DRO";"172.16.99.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_FAR";"172.16.83.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_FCO";"172.20.141.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_FHA";"172.20.131.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GAR1";"172.20.139.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GAS2";"172.20.167.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GRA3";"172.16.88.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GRA";"172.16.75.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GRT";"172.20.142.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GUA3";"172.20.191.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GUA";"172.20.208.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_GUO";"172.20.197.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_IJU2";"172.20.137.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_IRN";"172.20.198.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ITJ";"172.16.82.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_ITR";"172.20.26.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_IVI2";"172.20.168.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_IVP";"172.16.76.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_JLAB";"172.16.85.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_JNO";"172.20.146.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_JOI";"172.16.86.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_LGR";"172.20.211.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_LIV3";"172.20.224.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_LNA_redeB";"172.20.157.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_LNA_redeA";"172.20.157.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_LNA";"172.20.157.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_LNS";"172.20.200.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_LON";"172.30.32.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_LON_FW";"172.30.32.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MBR3";"172.20.219.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MBR";"172.20.187.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MCH";"172.16.73.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MCL";"172.16.98.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MIM2";"172.20.218.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MIM";"172.20.143.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MIS";"172.16.93.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MRO2";"172.30.50.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_MRO2_FW";"172.20.155.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_NPE2";"172.20.138.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_NPR2";"172.20.171.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_NSR";"172.30.89.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_NSR_FW";"172.30.89.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_OSO2";"172.16.87.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PAL";"172.20.201.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PFU";"172.16.71.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PGR";"172.20.199.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PIN2";"172.20.169.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PME_1";"172.16.92.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PME_2";"172.20.161.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PNO";"172.20.153.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_PNO_FW";"172.30.53.21";"CATALOGO_TELECONTROLE"
"TELECONTROLE_QUI";"172.20.156.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SCR1";"172.16.92.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SDI";"172.20.210.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SEDE";"172.30.2.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SID";"172.20.151.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SMA3";"172.20.190.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SOS";"172.16.76.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SPA2";"172.30.46.1";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SPA2_FW";"172.20.152.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SSA";"172.16.70.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_STA";"172.16.91.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_TPR2";"172.16.97.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_UHBC";"172.20.0.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_UHJB";"172.20.24.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_UHPJ";"172.20.6.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_UHSD";"172.20.12.254";"CATALOGO_TELECONTROLE"
"TELECONTROLE_VIN";"172.20.178.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_VMT";"172.20.182.126";"CATALOGO_TELECONTROLE"
"TELECONTROLE_XAN";"172.16.78.62";"CATALOGO_TELECONTROLE"
"TELECONTROLE_YTA";"172.16.78.190";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SEDE_FW";"172.30.1.11";"CATALOGO_TELECONTROLE"
"TELECONTROLE_SEDE_FW_redeB";"172.16.94.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_SEDE_FW_redeA";"172.16.96.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_ABT_realA";"172.20.166.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_ABT_realB";"172.20.166.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_ABT_rgrB";"172.20.166.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_ABT_rgrA";"172.20.166.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_ANA_realB";"172.16.97.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_ANA_realA";"172.16.97.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_ANA_rgrB";"172.16.97.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_ANA_rgrA";"172.16.97.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_ASS_realA";"172.20.135.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_ASS_rgrA";"172.20.135.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_ASS_realB";"172.20.135.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_ASS_rgrB";"172.20.135.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_ATL2_realB";"172.16.87.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_ATL2_rgrB";"172.16.87.123";"Disponibilidade_Telecontrole"
"TELECONTROLE_ATL2_realA";"172.20.130.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_ATL2_rgrA";"172.20.130.123";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAM3_realB";"172.20.154.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAM3_realA";"172.20.154.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAM3_rgrB";"172.20.154.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAM3_rgrA";"172.20.154.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAN_realB";"172.16.74.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAN_realA";"172.16.74.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAN_rgrB";"172.16.74.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAN_rgrA";"172.16.74.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX_realB";"172.16.79.188";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX_realA";"172.16.79.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX_rgrB";"172.16.79.189";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX_rgrA";"172.16.79.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX5_realB";"172.16.79.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX5_realA";"172.16.79.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX5_rgrB";"172.16.79.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX5_rgrA";"172.16.79.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX6_realB";"172.20.136.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX6_realA";"172.20.136.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX6_rgrA";"172.20.136.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CAX6_rgrB";"172.20.136.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CBA_realA";"172.16.74.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CBA_realB";"172.16.74.188";"Disponibilidade_Telecontrole"
"TELECONTROLE_CBA_rgrB";"172.16.74.189";"Disponibilidade_Telecontrole"
"TELECONTROLE_CBA_rgrA";"172.16.74.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CGR_realB";"172.20.221.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CGR_realA";"172.20.221.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CGR_rgrA";"172.20.221.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CGR_rgrB";"172.20.221.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CHA_realB";"172.16.86.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_CHA_realA";"172.16.86.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CHA_rgrA";"172.16.86.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CHA_rgrB";"172.16.86.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_CMO_realB";"172.16.95.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_CMO_realA";"172.16.95.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CMO_rgrB";"172.16.95.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_CMO_rgrA";"172.16.95.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CNG2_realB";"172.20.222.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CNG2_realA";"172.20.222.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CNG2_rgrA";"172.20.222.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CNG2_rgrB";"172.20.222.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CTA_realA";"172.20.160.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CTA_realB";"172.20.160.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CTA_rgrA";"172.20.160.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CTA_rgrB";"172.20.160.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_CVO_realA";"172.20.207.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_CVO_rgrA";"172.20.207.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_CVO_realB";"172.20.207.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_CVO_rgrB";"172.20.207.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_DOU_realA";"172.20.176.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_DOU_rgrA";"172.20.176.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_DOU_realB";"172.20.176.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_DRO_realA";"172.16.99.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_DRO_redeB";"172.16.99.188";"Disponibilidade_Telecontrole"
"TELECONTROLE_DRO_rgrB";"172.16.99.189";"Disponibilidade_Telecontrole"
"TELECONTROLE_DRO_rgrA";"172.16.99.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_FAR_realA";"172.16.83.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_FAR_realB";"172.16.83.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_FAR_rgrA";"172.16.83.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_FAR_rgrB";"172.16.83.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_FCO_realB";"172.20.141.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_FCO_realA";"172.20.141.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_FCO_rgrA";"172.20.141.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_FCO_rgrB";"172.20.141.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_FHA_realB";"172.20.131.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_FHA_realA";"172.20.131.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_FHA_rgrA";"172.20.131.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_FHA_rgrB";"172.20.131.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAR1_realB";"172.20.139.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAR1_realA";"172.20.139.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAR1_rgrA";"172.20.139.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAR1_rgrB";"172.20.139.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAS2_redeA";"172.20.167.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAS2_realB";"172.20.167.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAS2_rgrA";"172.20.167.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GAS2_rgrB";"172.20.167.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA3_realA";"172.16.88.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA3_rgrA";"172.16.88.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA3_realB";"172.16.88.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA3_rgrB";"172.16.88.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA_realA";"172.16.75.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA_realB";"172.16.75.188";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA_rgrA";"172.16.75.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRA_rgrB";"172.16.75.189";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRT_rgrA";"172.20.142.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRT_realA";"172.20.142.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRT_realB";"172.20.142.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_GRT_rgrB";"172.20.142.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA3_rgrA";"172.20.191.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA3_realA";"172.20.191.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA3_realB";"172.20.191.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA3_rgrB";"172.20.191.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA_rgrA";"172.20.208.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA_redeB";"172.20.208.126";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA_realA";"172.20.208.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUA_realB";"172.20.208.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUO_rgrA";"172.20.197.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUO_realA";"172.20.197.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUO_rgrB";"172.20.197.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_GUO_realB";"172.20.197.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_IJU2_rgrA";"172.20.137.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_IJU2_realA";"172.20.137.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_IJU2_rgrB";"172.20.137.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_IJU2_realB";"172.20.137.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_IRN_rgrA";"172.20.198.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_IRN_realA";"172.20.198.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_IRN_rgrB";"172.20.198.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_IRN_realB";"172.20.198.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITJ_realA";"172.16.82.254";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITJ_rgrA";"172.16.82.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITJ_redeB";"172.16.82.188";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITJ_rgrB";"172.16.82.189";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITR_realA";"172.20.27.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITR_realB";"172.20.26.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITR_rgrB";"172.20.26.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_ITR_rgrA";"172.20.27.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVI2_rgrA";"172.20.168.253";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVI2_realA";"172.20.168.252";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVI2_rgrB";"172.20.168.125";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVI2_realB";"172.20.168.124";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVP_realB";"172.16.76.60";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVP_realA";"172.16.76.188";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVP_rgrA";"172.16.76.189";"Disponibilidade_Telecontrole"
"TELECONTROLE_IVP_rgrB";"172.16.76.61";"Disponibilidade_Telecontrole"
"TELECONTROLE_JLAB_realB";"172.30.41.1";"Disponibilidade_Telecontrole"
